num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,genres,cast_total_facebook_likes,facenumber_in_poster,language,country,content_rating,budget,actor_2_facebook_likes,imdb_score,aspect_ratio
272,86,59,104,694,703002,Action|Comedy|Thriller,1249,4,English,Canada,Not Rated,3000000,324,6.1,2.35
5,101,0,165,574,3105269,Action|Comedy,1335,2,English,Mexico,R,3000000,327,5,
65,102,9,221,904,,Comedy|Crime|Drama|Thriller,1663,1,English,USA,R,3000000,281,6.9,1.85
5,87,84,331,702,252726,Drama|Family|Western,2715,0,,USA,PG,3000000,366,7.2,
248,123,121,168,13000,373060,Drama,13636,0,English,UK,Not Rated,,260,7.3,1.33
152,99,89,322,962,1007535,Comedy|Drama|Romance,2452,5,English,USA,PG-13,,476,5.7,1.85
10,173,,476,723,,Horror|Sci-Fi|Thriller,3149,3,English,USA,,,539,5,1.78
156,87,21,416,4000,418268,Comedy|Romance,8353,3,English,USA,R,3000000,3000,5.3,2.35
7,44,,246,786,,Comedy|Drama|Horror|Sci-Fi|Thriller,1551,0,English,USA,,,341,7.9,16
1,120,40,249,912,,Drama|Family|Music,2330,2,English,USA,PG-13,,750,5,
82,93,78,197,536,200803,Comedy,1467,3,English,USA,R,3000000,317,5.3,1.78
175,111,81,81,3000,33631221,Crime|Drama|Thriller,3784,1,English,USA,R,25000000,571,6,2.35
4,60,,23,40,,Drama,158,0,English,UK,,,37,7.6,1.33
40,98,7,17,289,95016,Comedy|Drama|Romance|Sport,362,0,German,Germany,R,2700000,38,7.4,1.85
8,100,27,847,1000,73678,Drama|History|War,4374,1,English,USA,R,3000000,902,5.9,
63,88,26,236,487,143000,Horror|Thriller,1495,0,English,USA,R,5000000,298,4.1,2.35
20,97,700,56,599,39852,Comedy|Drama,1030,1,English,USA,R,3000000,325,6.7,1.85
174,122,87,605,2000,22000,Drama|Sci-Fi|Thriller,4920,4,English,Germany,R,3000000,683,5.8,2.35
90,86,0,77,767,128937,Drama|Horror|Romance,975,0,English,Ireland,R,,122,6.2,1.85
58,83,8,617,798,,Horror|Thriller,4756,1,English,USA,R,3000000,634,5.3,
14,80,0,19,231,,Comedy,313,1,English,USA,R,3000000,27,3.3,1.78
451,108,13000,11000,40000,334185206,Adventure|Family|Fantasy,79957,0,English,USA,PG,200000000,25000,6.5,1.85
,90,66,452,1000,,Comedy,3882,1,English,USA,PG-13,3000000,975,6.2,1.85
21,96,15,357,433,5005,Drama,1929,2,English,USA,R,3000000,396,5.9,
9,85,74,47,652,,Action|Drama|Thriller,844,3,English,Brazil,,3000000,124,5.5,2.35
98,83,136,975,3000,,Comedy,7191,2,English,USA,R,,1000,5.5,1.85
29,80,19,73,319,,Comedy,845,0,English,USA,R,3000000,302,2.6,1.85
23,90,2000,454,2000,,Action|Drama|Sport,3666,3,English,USA,R,3000000,606,5.8,1.85
87,92,128,480,756,,Crime|Thriller,2715,0,English,USA,Approved,3000000,754,7.4,2.35
2,100,3,382,1000,,Comedy,2890,0,Italian,Italy,,3000000,810,5.1,
17,88,8,471,2000,,Thriller,4469,0,English,USA,,800000,715,5.2,2.35
7,95,39,375,1000,,Drama|Horror|Mystery|Thriller,3024,2,English,USA,R,3000000,747,4.8,
6,82,9,648,904,,Thriller,4092,4,English,USA,R,3000000,779,3.9,
9,97,96,37,201,,Adventure|Crime|Drama,277,1,English,Italy,,3000000,39,6.2,1.85
343,105,0,502,2000,201148159,Drama|Family|Fantasy|Romance,4671,1,English,USA,PG,95000000,520,7,2.35
11,94,0,356,854,,Action|Adventure|Crime|Drama,1989,3,English,USA,R,3000000,602,6.2,1.78
34,95,7,463,2000,,Comedy|Drama|Romance,3648,2,English,USA,R,,536,5.9,1.85
71,113,179,11,119,5595428,Drama,167,0,Portuguese,Brazil,R,2900000,14,8,2.35
21,136,964,248,931,,Comedy|Drama,2167,2,English,USA,Approved,2900000,416,7.3,2.35
28,80,81,214,640,,Action|Crime,1517,1,English,USA,,3000000,277,4.9,
35,105,39,183,267,3123749,Comedy|Romance,1231,8,English,USA,R,1500000,225,6.5,1.85
30,90,35,21,216,,Drama|Horror|Mystery|Thriller,423,0,English,USA,,3000000,158,4.3,
73,93,4,394,875,100675,Documentary,2305,0,English,USA,PG-13,3000000,412,6.4,
154,107,503,108,264,,Fantasy|Horror|Mystery,673,2,English,UK,R,2800000,139,7.6,2.35
251,89,192,142,447,3645438,Horror,923,1,French,France,Unrated,2200000,236,6.8,2.35
57,90,18,39,130,,Comedy|Drama|Romance|Sci-Fi,362,1,English,Australia,PG-13,,96,6.1,1.85
14,89,6,29,679,,Action|Horror|Thriller,964,0,English,USA,R,3000000,234,4,2.35
159,116,153,165,275,22201636,Crime|Drama|Music,727,1,English,USA,R,8000000,247,7.4,1.85
181,120,0,102,105,25000000,Comedy|Music|Romance,527,2,English,USA,Not Rated,2883848,103,8.3,1.66
110,88,152,181,935,19170001,Horror,1855,0,English,USA,R,2800000,448,5.3,1.85
213,102,149,357,695,22202612,Adventure|Family|Fantasy|Musical,2509,3,English,USA,Passed,2800000,421,8.1,1.37
129,106,0,481,1000,86300000,Comedy,2703,0,English,USA,PG,2800000,595,8,1.85
280,95,0,192,569,952620,Horror,1797,0,English,USA,R,2000000,529,5.7,1.85
15,144,124,327,464,,Comedy|Drama|Romance,1761,0,Hindi,India,PG-13,120000000,426,8.2,2.35
61,113,9,42,402,9054736,Drama,787,1,English,USA,R,2700000,222,7.1,1.66
33,118,19,48,481,,Adventure|Family|Sport,681,0,English,USA,G,2700000,81,7.4,1.85
1,141,2,32,258,,Romance,434,2,Panjabi,Canada,,3000000,85,6.6,
2,90,0,13,122,,Action|Adventure|Animation|Comedy|Sci-Fi,197,0,Danish,Denmark,Not Rated,,33,5.7,1.85
27,109,673,359,756,,Adventure|Comedy|Romance,1949,1,English,USA,Not Rated,2686585,370,6.9,1.85
19,95,53,2,20,,Comedy|Drama,25,0,Dutch,Netherlands,,2650000,3,7,1.85
9,122,149,315,760,,Drama|Fantasy|Romance|War,2555,0,English,USA,Passed,2627000,675,7,1.37
121,93,0,628,1000,119500000,Comedy|Western,4701,0,English,USA,R,2600000,1000,7.8,2.35
166,97,17,74,158,32600000,Horror|Thriller,467,0,English,USA,R,1800000,84,5.9,1.85
269,82,84,46,88,3826455,Drama,205,1,Polish,Poland,PG-13,,64,7.4,1.33
29,140,133,239,443,3130592,Drama|Romance,1269,1,English,UK,R,2600000,249,7.8,1.66
20,86,3,327,833,475000,Comedy|Sport,2753,2,English,USA,R,2800000,549,6,
107,109,7,1000,40000,10654581,Drama|Sci-Fi|Thriller,52621,0,English,USA,R,34000000,9000,5.3,1.85
74,105,147,28,52,2276368,Documentary|History|Sport,179,1,English,USA,PG-13,,52,7.9,
173,66,76,36,123,38108,Horror|Mystery|Sci-Fi|Thriller,239,0,Spanish,Spain,R,2600000,76,7.2,1.85
5,99,0,4,11,,Action|Adventure|Comedy,19,1,Mandarin,China,,15000000,4,7.4,2.35
66,100,6,209,331,,Horror|Thriller,1082,1,English,USA,R,2600000,272,5.3,1.85
169,103,134,390,804,,Comedy|Musical|Romance,2510,0,English,USA,Approved,2540800,786,8.3,1.37
13,97,65,0,65,,Documentary,67,2,English,Australia,,2500000,2,7.6,
129,86,89,555,713,40041683,Comedy|Fantasy,3421,6,English,USA,R,2500000,584,5.1,1.85
30,87,67,67,871,33349949,Documentary,1111,0,English,USA,PG,2500000,118,5.1,1.85
220,119,0,593,908,33386128,Horror,3226,0,English,USA,R,15000000,764,4.9,1.85
75,149,15000,982,15000,25809813,Comedy|Drama|Music,28713,6,English,USA,PG,26000000,9000,6.9,1.37
162,98,24,67,381,14400000,Horror|Mystery|Sci-Fi,684,0,English,USA,R,2500000,128,4.6,2.35
74,98,11,450,595,,Action|Sci-Fi,2373,0,English,USA,G,2500000,521,6.3,2.35
65,112,58,124,617,,Drama,1141,0,English,USA,Approved,2500000,189,7.9,2.35
26,75,15,36,1000,32230907,Comedy|Documentary,1385,0,English,USA,R,2500000,309,6.7,1.85
63,104,835,535,18000,6401336,Drama,19923,2,English,USA,R,2500000,595,7.1,1.78
205,102,0,294,625,26781723,Comedy|Drama|Romance,1655,3,English,USA,R,2500000,379,7.6,2.35
121,105,0,4,15,5400000,Drama|Romance,36,1,English,USA,R,2500000,12,8.1,1.85
9,99,0,6,50,,Action|Drama|Horror|Thriller,79,0,French,Canada,,3200000,16,6.6,1.85
74,107,7,442,745,1282084,Drama,2125,1,English,USA,R,2500000,631,7,2.35
54,96,13,209,643,1186323,Comedy|Drama|Romance,1396,0,English,USA,R,,265,7.6,1.85
80,101,34,40,56,1094998,Drama,150,1,English,UK,PG-13,,41,6.7,2.35
252,89,14,215,902,3325638,Comedy|Crime|Drama|Sci-Fi,1980,3,English,USA,PG-13,2500000,291,7.1,2.35
72,106,148,471,900,395592,Drama|Romance,2972,1,English,Spain,R,2000000,648,7.6,1.85
220,95,53,478,8000,6851969,Comedy|Drama|Romance,10040,1,English,USA,R,2500000,1000,7.1,2.35
1,34,19,362,882,333658,Comedy|Family|Musical|Romance|Short,1967,0,English,USA,,34000,577,7.1,
197,101,119,0,334,12995673,Comedy|Documentary|War,338,1,English,USA,R,2500000,4,7.7,1.78
14,112,9,125,860,173783,Documentary,1252,0,English,USA,Not Rated,2500000,130,7.6,1.85
3,100,10,107,655,118666,Drama,1064,7,English,USA,,2500000,157,6.6,1.85
191,92,43,936,989,114324072,Comedy|Sport,4730,0,English,USA,PG-13,20000000,939,6.7,2.35
18,100,0,249,640,71904,Comedy|Drama|Family,1491,1,English,USA,PG-13,2500000,261,5.7,1.85
28,80,0,5,191,99851,Documentary,210,0,English,USA,R,2500000,12,7.1,1.78
22,106,8,315,611,115504,Comedy|Drama|Romance,1739,2,English,UK,PG-13,14000000,397,6.2,2.35
62,103,24,10,127,5725,Horror|Thriller,163,0,German,Germany,R,8400000,10,6.1,2.35
47,90,8,35,426,75727,Drama|Romance|Sci-Fi|Thriller,862,0,Spanish,USA,PG-13,2500000,399,5.9,1.85
238,96,571,370,2000,322157,Comedy|Crime|Drama,4590,0,English,USA,R,2500000,973,6.8,1.85
2,89,20,555,794,,Comedy|Drama|Family|Romance,2579,2,English,USA,TV-PG,2500000,607,5.8,
95,87,2,577,968,,Comedy|Horror,3157,0,English,Germany,Not Rated,2500000,625,5,2.35
10,94,0,442,1000,,Horror,2406,1,English,USA,,3500000,677,6.3,
28,120,0,702,1000,5731103,Drama|History,5963,10,English,USA,R,2400000,748,6.8,1.85
25,101,9,201,973,978908,Drama|Horror|Mystery|Thriller,2306,0,English,Poland,PG-13,2400000,872,5.1,2.35
121,84,406,233,586,438653,Adventure|Comedy|Sci-Fi,1490,0,English,USA,R,,497,6.6,1.85
10,110,0,109,490,,Crime|Drama,881,0,English,UK,R,2500000,159,5,
172,101,222,698,1000,327919,Crime|Drama,3282,0,English,UK,Unrated,1500000,788,7.7,1.85
20,101,15,663,844,,Comedy|Sci-Fi,3132,0,English,UK,R,2500000,722,3.1,2.35
8,101,24,226,675,,Comedy|Musical,1627,2,English,USA,Passed,2361000,659,6.5,1.37
8,105,29,76,847,178739,Drama|Musical,1668,0,English,USA,PG-13,2450000,618,3.9,1.85
15,97,23,326,982,565592,Comedy|Drama|Family,2580,0,English,USA,PG,,599,6.8,1.85
14,108,24,244,960,,Drama|Family|Musical|Romance,2329,3,English,USA,Approved,2295429,715,7,1.33
12,95,535,608,1000,27012,Drama,3586,4,English,USA,PG-13,,646,5.9,2.35
48,108,14,826,2000,,Thriller,4385,2,English,USA,R,,1000,5.8,
17,90,115,385,11000,,Adventure|Animation|Comedy|Family|Fantasy|Musical,12359,0,English,USA,Not Rated,2300000,516,7.3,
99,120,11,,16,76400000,Animation|Family|Fantasy|Music,16,0,English,USA,G,2280000,0,7.8,1.37
138,104,607,109,813,,Action|Crime|Drama|Thriller,1196,0,English,USA,R,1800000,165,7.8,1.85
,90,37,0,210,,Drama|Thriller,210,1,English,USA,PG-13,2500000,0,6.9,
235,91,49,20,72,36200000,Horror|Thriller,174,0,English,USA,R,4000000,31,5.7,2.35
160,92,13,17,42,21300000,Horror|Mystery|Thriller,170,0,English,USA,R,2200000,27,4.7,1.85
18,117,84,275,861,379643,Drama,2161,0,English,USA,PG-13,2200000,425,5.9,1.85
11,120,16,835,2000,12985267,Drama,6752,5,English,USA,PG-13,2300000,848,5.9,
11,90,0,306,676,,Thriller,1651,2,English,USA,R,2200000,399,4.3,
7,119,10,275,509,,Drama,1490,0,English,USA,Passed,2160000,284,7.5,1.37
5,90,0,708,1000,,Drama|Thriller,3799,2,English,Spain,R,,800,4.8,
10,90,11,18,114,,Comedy|Drama|Romance,244,3,English,UK,,1200000,79,5.8,1.85
5,97,5,782,3000,,Comedy|Music|Romance,6085,5,English,USA,,2400000,938,5.3,
95,90,10,42,371,,Action|Comedy|Horror,558,2,English,Canada,R,2500000,52,6,1.85
97,172,355,188,749,23650000,Drama|Romance|War,1941,5,English,USA,Not Rated,2100000,208,8.1,1.37
76,115,184,551,730,510092,Biography|Crime|Drama,3293,0,English,USA,R,,648,7,1.85
67,89,16,14,117,313436,Comedy|Drama,155,0,Norwegian,Norway,R,15500000,21,7.6,1.85
4,125,7,17,128,3330,Crime|Drama,214,0,English,USA,R,2100000,22,7.2,2.35
252,78,57,7,120,,Horror,145,0,Spanish,Spain,R,1500000,9,7.5,1.85
,89,15,650,919,,Drama,3873,1,English,USA,TV-PG,2100000,718,6.3,1.78
1,100,0,338,749,,Comedy|Drama|Mystery|Romance|Thriller,1814,0,English,USA,,2100000,354,6.7,2.39
33,77,0,260,846,,Horror|Sci-Fi|Thriller,2044,0,English,UK,,,366,4.8,
19,81,7,106,412,,Adventure|Drama|Western,1020,1,English,USA,,2100000,308,5.5,2.35
167,115,92,177,559,24800000,Action|Adventure|Thriller,1456,0,English,UK,Approved,2000000,201,7.5,1.37
49,96,6,14,40,792966,Action|Comedy|Horror|Sci-Fi,99,2,English,USA,R,2300000,30,5.1,1.33
1,60,,213,480,,Crime|Drama|Mystery,1736,1,English,USA,,,360,7.4,1.33
66,89,11000,45,11000,,Comedy|Sci-Fi,11192,0,English,USA,PG,2000000,66,7.3,1.85
533,100,421,159,314,14673301,Horror|Mystery,1062,0,English,USA,R,2000000,189,6.9,2.35
50,88,11000,258,11000,,Comedy,12034,5,English,USA,R,2000000,300,6.8,1.85
127,129,89,161,3000,,Crime|Drama,3833,0,English,USA,Not Rated,2000000,226,8.4,1.85
177,87,750,41,745,9003011,Action|Adventure|Sci-Fi|Thriller,1396,0,English,Australia,R,2000000,531,7.6,2.35
77,102,32,75,483,11546543,Action|Comedy,768,1,Cantonese,Hong Kong,R,2000000,147,7.6,2.35
103,152,0,177,618,,Crime|Drama|Romance,1404,0,English,UK,Not Rated,2000000,367,7.7,1.66
123,118,108,103,173,11533945,Biography|Crime|Drama|Romance,563,0,English,USA,R,2000000,148,7.6,1.85
218,86,9,32,120,12555230,Drama|Horror|Mystery|Thriller,218,0,English,France,R,2000000,44,5.3,1.85
215,137,207,155,380,11284657,Drama|Thriller,927,3,German,Germany,R,2000000,284,8.5,2.35
34,129,589,341,690,34522221,Drama,2300,7,English,USA,PG-13,2000000,589,7,2.35
100,134,31,366,654,,Drama|Sport,2290,1,English,USA,Unrated,2000000,491,8,2.35
12,119,6,380,1000,,Adventure|Drama|Romance|Western,2555,8,English,USA,Passed,1614000,760,7.1,1.37
167,80,162,0,23,7002255,Animation|Comedy|Drama,29,0,French,France,PG-13,9500000,6,7.8,1.66
56,89,149,580,912,6719300,Comedy|Drama,3163,3,English,Canada,PG-13,2000000,752,7.2,1.85
180,101,30,92,14000,6003587,Biography|Comedy|Drama,14412,0,English,USA,R,,119,7.5,1.85
211,80,0,3,50,5792822,Drama|Romance,65,0,English,USA,R,2700000,8,8,1.85
157,115,0,35,85,5383834,Drama|Thriller,318,0,Spanish,Mexico,R,2000000,79,8.1,1.85
126,100,308,374,1000,4599680,Drama,2186,2,English,USA,R,1500000,482,6.8,1.85
61,118,603,167,936,,Drama|Romance,1846,3,English,USA,Approved,2000000,297,7.4,1.37
365,100,81,179,34000,6531491,Drama,34446,2,English,USA,R,2000000,248,7.2,1.85
121,106,162,3,21,4581222,Adventure|Documentary|Drama|Sport,29,0,English,UK,R,,5,8.1,1.85
10,106,85,300,480,,Drama|Musical|Romance,1833,2,English,USA,Approved,2000000,392,7,1.37
151,91,244,244,538,3885134,Comedy|Drama,1349,0,English,USA,R,2000000,363,7.4,1.85
171,105,117,18,13000,4311834,Crime|Documentary,13145,0,English,USA,PG-13,,125,8.3,2.35
158,96,31,328,804,3590010,Drama|Music|Romance,3013,0,English,UK,R,2000000,625,6.1,1.85
167,116,0,116,251,3300230,Action|Crime|Drama|Thriller,675,1,English,France,R,,147,7.5,1.85
118,116,453,2000,24000,3335839,Action|Crime|Drama|Thriller,50313,2,English,USA,R,2000000,23000,7,1.85
39,97,5,349,1000,2557668,Crime|Drama|Thriller,2739,1,English,USA,PG-13,2000000,426,5.3,1.85
108,101,0,685,8000,2506446,Comedy|Romance,11327,0,English,USA,R,2000000,724,4.7,1.85
65,98,85,186,265,7369373,Horror|Mystery|Thriller,901,1,English,UK,R,2000000,194,5.7,1.85
8,22,,344,459,,Comedy,1359,3,English,USA,TV-14,,396,8.1,4
85,150,0,401,597,4414535,Drama,1645,0,English,UK,PG-13,18000000,591,7.8,2.2
160,101,263,37,71,1984378,Comedy|Drama|Romance,226,3,English,USA,Unrated,2000000,51,6.5,1.78
231,90,56,0,56,2283276,Animation|Biography|Documentary|Drama|History|War,56,0,Hebrew,Israel,R,1500000,0,8,1.85
7,120,0,40,178,1098224,Adventure,359,1,English,USA,PG-13,2000000,69,3.3,1.85
79,102,117,17,393,1430185,Documentary|War,446,0,English,USA,,2000000,21,8.3,1.85
168,102,22,80,10000,1477002,Drama|Romance,11184,3,English,USA,R,2000000,1000,6.9,2.35
1,60,,143,11000,,Comedy|Drama|Romance,11618,5,English,USA,,,289,7.3,1.33
107,100,90,65,168,1134049,Documentary|History,408,0,English,UK,PG,2000000,142,8.1,1.85
200,104,129,887,991,977600,Drama|Western,3427,1,English,USA,PG,,962,6.5,1.33
123,89,13,218,373,653621,Biography|Documentary|History,1136,0,English,USA,NC-17,2000000,334,6.8,1.85
39,99,34,120,388,110000,Crime|Drama|Romance,1156,1,English,USA,R,,159,7.3,1.85
41,96,11,490,584,444354,Comedy|Drama,3011,4,English,UK,PG-13,,559,6.4,
46,86,10,126,189,535249,Comedy,768,0,English,USA,R,3400000,131,4.6,1.85
30,98,0,164,1000,,Comedy|Drama|Thriller,1917,1,French,France,R,17000000,572,6.5,2.35
46,96,0,902,49000,371081,Comedy|Drama,51441,2,English,USA,PG-13,6000000,1000,7,1.85
221,94,53,268,386,347578,Comedy|Fantasy|Horror|Thriller,1511,1,English,USA,R,,357,5.4,1.85
51,91,4,0,33,124494,Action|Adventure|Comedy|Drama|Music|Sci-Fi,36,1,English,USA,PG-13,2000000,3,6.7,1.85
1,,4,72,353,,Action|Comedy|Romance|Thriller,613,2,Hindi,India,,,89,2.8,
58,90,31,137,326,120620,Biography|Comedy|Drama|Music,865,1,English,UK,R,,246,7.4,2.35
45,85,0,966,22000,100669,Comedy|Drama,36885,1,English,USA,R,3800000,12000,5.8,2.35
44,96,222,20,5000,,Comedy|Drama|Romance|Sport,5535,2,English,UK,R,,497,7.1,1.85
74,129,776,256,25000,186354,Drama,26176,0,English,USA,R,13500000,463,4.5,2.35
20,60,,543,780,,Comedy|Drama|Sci-Fi,4280,2,English,USA,TV-14,,747,7.9,1.78
6,93,32,24,532,55202,Animation|Comedy|Family|Romance,653,0,Hindi,India,PG,,85,5.3,2.35
5,100,84,267,584,,Crime|Drama,1307,4,English,USA,Not Rated,,356,5.4,1.85
10,97,19,395,589,549632,Adventure|Family|Fantasy,2522,,English,Thailand,PG,,488,4.8,2.35
81,94,98,89,10000,137945,Comedy|Drama|Musical|Romance,10869,7,English,USA,PG-13,,773,5.9,2.35
66,95,8,399,529,17580,Drama,2749,3,English,USA,,1500000,423,6.2,1.85
46,97,97,163,787,,Horror|Romance|Sci-Fi,1362,1,English,USA,R,2000000,196,5.9,1.85
34,92,11,1000,26000,12667,Drama|Romance,39518,2,English,UK,R,14000,11000,6.6,2.35
78,96,38,85,363,198407,Drama,774,1,English,USA,R,2000000,223,6.6,1.85
52,85,54,455,985,13973532,Comedy|Crime,3065,1,English,USA,PG-13,25000000,637,5.1,1.85
29,87,0,94,160,,Drama|Horror|Mystery|Sci-Fi|Thriller,776,0,English,USA,Not Rated,,152,6,
161,91,43,418,13000,5824,Horror|Thriller,14561,1,English,UK,R,,698,6.8,2.35
18,99,308,395,638,2843,Thriller,2341,2,English,USA,R,,449,5.4,1.78
107,88,6,161,513,,Action|Comedy|Fantasy|Horror,1593,3,English,UK,R,,480,5.2,2.35
30,119,5,12,29,4958,Action|Crime|Drama,86,2,English,South Africa,R,2000000,18,7.8,2.35
24,99,0,268,766,,Crime|Drama|Thriller,1650,1,English,UK,R,2000000,312,6.4,2.35
116,92,6,103,253,,Horror,762,0,English,Canada,Not Rated,100000,113,6.1,1.78
98,86,5,47,121,,Comedy|Horror,322,0,English,Ireland,R,,94,5.7,1.85
25,83,0,107,413,,Crime|Drama|Horror|Mystery|Thriller,1149,0,English,USA,R,2000000,167,5.5,2.35
,81,0,8,674,,Documentary,712,0,English,UK,,2000000,27,7.4,
40,82,11000,167,11000,,Comedy,11700,3,English,USA,GP,2000000,430,7.1,1.37
20,102,0,46,473,13220,Thriller,892,0,English,USA,Not Rated,,303,3.9,
8,90,5,372,601,,Action|Crime|Drama|Thriller,2395,1,English,USA,R,2000000,453,4.6,2.35
19,30,,424,685,,Comedy|Drama,1884,5,English,USA,,,511,7.3,1.33
90,92,0,18,1000,7927,Crime|Drama|Film-Noir|Mystery|Thriller,1055,1,English,USA,Not Rated,2300000,29,7.7,1.37
21,88,0,332,633,,Horror|Thriller,2620,0,English,USA,R,2000000,597,4.9,1.78
12,97,10,171,15000,,Crime|Drama,15740,3,English,USA,R,14000000,284,6.3,2.35
33,96,68,722,2000,,Comedy|Crime|Drama,3683,6,English,USA,R,2000000,811,6.1,1.85
9,87,8,424,34000,,Comedy,35796,3,English,USA,,2000000,463,6.6,2.35
94,106,5,356,416,2436,Comedy|Fantasy|Musical|Sci-Fi,1611,2,English,USA,Not Rated,2000000,403,5.7,2.35
41,107,17,322,594,4556,Comedy|Drama,2020,1,English,USA,R,,591,5.6,
38,80,2,51,16000,,Horror|Mystery,16110,0,German,West Germany,M,,57,6,1.66
12,91,10,293,924,,Comedy|Drama,2654,3,English,USA,R,2000000,472,5.7,
25,99,44,137,907,,Comedy|Musical,1807,0,English,USA,Approved,2000000,164,7,1.85
27,102,909,119,909,,Documentary,1674,0,English,USA,,2000000,562,5.3,
2,108,531,894,10000,,Action|Adventure|History|Western,15707,1,English,USA,PG-13,2000000,1000,4.4,
23,88,6,233,680,,Comedy|Horror,1425,0,English,USA,R,1250000,418,3.4,
32,89,20000,618,2000,,Drama|Horror|Mystery|Thriller,4968,1,English,USA,,2000000,860,4.5,
18,92,3,412,11000,,Thriller,13583,0,English,USA,Not Rated,2000000,1000,3.4,
45,99,28,223,18000,4600000,Crime|Drama,19649,2,English,USA,R,1900000,1000,7.1,1.85
60,103,35,482,548,1420578,Drama|Fantasy,2389,0,English,USA,PG-13,1900000,495,6.4,2.35
23,90,58,164,405,,Action|Thriller,1204,2,English,USA,R,1950000,217,5.2,1.78
363,95,89,263,16000,1028658,Drama|Mystery|Thriller,17471,0,English,Spain,R,3000000,517,7,2.35
249,97,0,594,920,466702,Comedy|Drama|Romance,3275,1,English,UK,R,,680,7.3,1.85
68,108,63,5,161,,Documentary|Drama|History|News,176,0,Arabic,Egypt,Not Rated,1500000,10,8.1,1.85
14,95,0,164,533,18435,Drama,1082,5,French,France,Unrated,1400000,323,5.8,1.85
359,100,108,534,17000,35266619,Drama|Fantasy|Horror,20051,1,English,USA,R,30000000,2000,5.9,2.35
15,160,168,71,733,95236,Drama|Musical,1182,3,Hindi,India,Not Rated,,168,6.4,
256,101,0,574,40000,26505000,Horror,42918,1,English,USA,X,1800000,852,7.5,1.85
194,90,120,0,41,2957978,Biography|Crime|Documentary|History|Thriller,68,0,English,UK,PG-13,1000000,27,7.8,1.85
,86,0,3,42,,Drama,90,5,English,New Zealand,,,40,6.3,
10,89,47,585,628,444044,Drama,4249,6,English,USA,R,1900000,606,7.2,1.85
311,87,13,308,463,40990055,Drama|Horror|Thriller,1958,0,English,France,PG-13,1800000,400,5.6,1.85
205,98,456,231,1000,1445366,Biography|Drama|Music,2032,1,English,UK,R,,548,7.2,2.35
94,125,603,114,10000,,Drama,10570,0,English,USA,PG,1800000,416,8,1.37
192,95,0,277,654,,Comedy,1991,0,English,USA,PG,1800000,575,8.5,1.66
85,118,12,67,201,5709616,Drama|Romance,546,0,Spanish,Mexico,R,1800000,163,6.8,1.85
663,93,188,168,2000,12784397,Drama|Fantasy,2658,0,English,USA,PG-13,1800000,458,7.3,1.85
62,96,88,196,595,,Action|Sci-Fi,1432,4,English,USA,G,1800000,356,5.5,2.35
39,109,9,280,767,3050934,Drama|Music,2187,1,English,USA,PG-13,1800000,380,7.3,1.85
68,109,0,186,553,841206,Drama,1439,0,English,USA,R,,471,6.3,1.85
3,155,0,61,141,,Comedy|Romance,349,2,Tamil,India,,150000000,77,5.1,
130,90,293,808,16000,638476,Comedy|Documentary,32405,1,English,USA,PG-13,1500000,14000,6.6,
13,93,0,482,12000,,Comedy|Horror,14620,0,English,USA,PG-13,1800000,580,6.1,1.78
44,108,28,0,0,505295,Adventure|Drama,0,0,Dzongkha,Australia,,1800000,0,7.5,1.85
26,114,57,426,16000,,Western,18263,3,English,USA,M,1800000,844,7,1.85
27,87,174,114,2000,,Crime|Drama|Film-Noir,2831,0,English,USA,,,399,7.2,1.37
53,113,15,491,647,,Horror|Thriller,2439,0,English,USA,R,1800000,642,5.3,2.35
,87,9,165,467,,Comedy|Horror|Thriller,1270,0,English,USA,,,258,8.7,
10,90,4,91,433,,Action|Sci-Fi,984,0,English,Canada,PG-13,1800000,108,3.4,
4,111,21,685,761,,Comedy|Drama,4306,13,English,USA,Not Rated,1800000,713,5.4,1.85
181,81,670,34,486,7267324,Crime|Drama,623,1,German,Germany,R,3500000,37,7.8,1.85
114,93,75,446,701,145540,Drama|Horror,2489,1,English,USA,R,500000,461,6.7,1.85
11,90,15,120,900,,Adventure|Family,1724,3,English,Canada,PG,2000000,450,4.7,
1,112,0,11,86,,Horror,139,0,English,USA,PG-13,1750000,42,6.3,1.85
75,106,36,345,953,12589108,Adventure|Drama,2198,1,Spanish,Mexico,PG-13,,399,7.4,1.85
80,88,88,67,595,,Action|Sci-Fi,941,0,English,USA,PG,1700000,70,6.1,2.35
179,138,143,783,1000,35918429,Crime|Drama,3970,1,English,USA,R,1700000,874,7.5,2.35
225,105,68,374,635,92401,Horror|Thriller,2423,0,English,USA,R,2000000,445,6.3,2.35
77,98,3,327,349,1943649,Comedy|Crime|Romance,2095,3,English,USA,PG-13,1700000,347,6.3,1.85
124,86,84,34,680,992238,Drama|Romance,763,0,English,UK,R,1700000,46,6.8,1.85
195,104,25,73,638,4231500,Drama|Romance,822,2,Hindi,India,PG,1000000,85,7.8,2.35
76,100,87,420,887,396035,Drama|Romance,2721,0,English,UK,R,1000000,805,6.9,1.85
51,126,964,275,319,,Comedy|Drama|Romance,1363,10,English,USA,Approved,1644736,302,8,1.37
101,118,160,426,862,,Drama|Romance|War,2247,5,English,USA,Not Rated,1650000,488,7.8,1.37
55,103,673,89,281,,Western,955,1,English,USA,Unrated,1600000,230,7.4,1.37
